question,case_count,source_count,movement_time_s_per_source,bearing_time_s_per_source,switch_time_s_per_source,optical_time_s_per_source,laser_time_s_per_source,five_part_sum_s_per_source,direct_mean_total_s_per_source,all_complete,aggregation,evidence_role
Q3,2400,30970,171.40907557711694,43.507022248584754,8.369292393370518,4.384453260281385,2.0,229.6698434793536,229.66984347891437,True,先逐例除以该例清除数，再对2400例取算术平均,本地已暴露模拟回归；非盲测、非官方Windows成绩
Q4,2400,30970,326.64458411594285,99.01881446678321,18.80953896277334,4.507484489468864,2.0,450.9804220349683,450.98042212586375,True,先逐例除以该例清除数，再对2400例取算术平均,本地已暴露模拟回归；非盲测、非官方Windows成绩
